BEST_POSITION,FOOT,ATTACKING_WORK_RATE,DEFENSIVE_WORK_RATE,AGE,OVERALL,VALUE,POTENTIAL,HEIGHT,WEIGHT,SKILL_MOVES,WEEK_FOOT_ABILITY
MIDFIELD,Right,High,Medium,23,68,1200000.0,73,5.11,165,3.0,4.0
FORWARD,Right,High,High,23,81,5437500.0,88,5.11,157,4.0,5.0
FORWARD,Right,Medium,Medium,21,64,700000.0,73,6.4,187,2.0,3.0
FORWARD,Right,High,Low,26,73,4300000.0,73,5.1,174,4.0,3.0
MIDFIELD,Left,High,Medium,23,66,850000.0,74,5.8,168,3.0,3.0
DEFENSIVE,Right,Medium,Medium,26,63,400000.0,65,6.0,170,2.0,3.0
FORWARD,Right,Medium,Low,23,66,925000.0,73,5.11,174,3.0,3.0
MIDFIELD,Left,High,High,27,79,5437500.0,80,5.11,174,4.0,4.0
DEFENSIVE,Left,Medium,Medium,22,66,850000.0,74,5.11,170,3.0,3.0
DEFENSIVE,Right,Medium,High,26,72,3400000.0,75,5.8,161,2.0,3.0
DEFENSIVE,Left,Low,High,26,63,375000.0,64,5.1,170,2.0,2.0
MIDFIELD,Right,Medium,Low,22,68,1200000.0,74,5.8,139,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,23,65,625000.0,73,6.4,183,1.0,2.0
DEFENSIVE,Left,High,Medium,22,73,5437500.0,81,5.7,141,3.0,3.0
MIDFIELD,Left,Medium,Medium,23,59,190000.0,65,6.0,154,2.0,3.0
FORWARD,Right,High,Medium,27,63,375000.0,63,5.11,181,2.0,2.0
DEFENSIVE,Left,Medium,High,24,67,850000.0,72,5.11,174,2.0,3.0
MIDFIELD,Right,High,High,22,62,475000.0,71,5.1,143,3.0,4.0
MIDFIELD,Right,Medium,Low,23,66,1000000.0,75,5.6,128,3.0,3.0
FORWARD,Left,High,Low,21,63,650000.0,74,5.11,168,2.0,2.0
FORWARD,Right,Medium,Medium,23,67,1100000.0,73,6.6,179,3.0,4.0
FORWARD,Left,Medium,Medium,29,62,300000.0,62,6.0,176,2.0,2.0
MIDFIELD,Left,High,Medium,23,74,5437500.0,80,5.9,154,4.0,3.0
MIDFIELD,Right,High,Medium,25,69,1200000.0,74,5.9,154,2.0,3.0
FORWARD,Right,High,Low,23,62,450000.0,70,5.1,161,3.0,2.0
MIDFIELD,Right,Medium,Medium,25,67,950000.0,70,6.1,165,3.0,5.0
FORWARD,Right,Medium,Medium,25,69,1400000.0,74,6.1,161,3.0,3.0
MIDFIELD,Right,High,Medium,23,77,5437500.0,83,5.11,148,5.0,3.0
MIDFIELD,Right,High,Medium,24,75,5437500.0,81,6.3,190,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,23,64,575000.0,74,6.0,165,1.0,2.0
DEFENSIVE,Right,Medium,Medium,21,63,575000.0,74,6.2,165,2.0,3.0
MIDFIELD,Right,High,High,22,77,5437500.0,83,5.7,168,3.0,4.0
DEFENSIVE,Right,High,Medium,21,60,325000.0,71,5.11,165,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,23,65,550000.0,71,6.4,187,1.0,2.0
GOAL KEEPER,Right,Medium,Medium,22,62,375000.0,72,6.3,198,1.0,2.0
DEFENSIVE,Right,High,Medium,24,67,925000.0,73,6.0,170,2.0,3.0
DEFENSIVE,Right,Medium,Medium,24,80,5437500.0,85,6.1,181,2.0,4.0
DEFENSIVE,Right,Medium,High,23,70,2400000.0,75,5.11,163,3.0,3.0
MIDFIELD,Right,Medium,Medium,22,66,875000.0,74,6.0,154,3.0,2.0
GOAL KEEPER,Right,Medium,Medium,22,53,80000.0,63,6.5,190,1.0,2.0
DEFENSIVE,Right,Medium,High,24,74,5437500.0,81,6.3,159,2.0,3.0
DEFENSIVE,Right,Medium,Medium,24,65,725000.0,73,6.0,194,2.0,3.0
FORWARD,Right,Medium,Medium,27,63,375000.0,63,5.1,163,2.0,3.0
DEFENSIVE,Left,Medium,Medium,22,75,5437500.0,81,6.4,172,2.0,3.0
MIDFIELD,Right,High,Medium,25,72,3700000.0,73,5.5,146,3.0,4.0
FORWARD,Right,High,Medium,23,69,1400000.0,74,6.1,150,3.0,3.0
MIDFIELD,Left,High,Medium,23,68,1200000.0,74,6.2,172,3.0,3.0
MIDFIELD,Right,Low,Medium,27,63,400000.0,66,6.1,179,2.0,3.0
MIDFIELD,Right,Medium,Medium,25,68,1000000.0,71,6.2,174,3.0,3.0
MIDFIELD,Right,Medium,Medium,26,67,825000.0,67,6.0,165,3.0,3.0
MIDFIELD,Left,Medium,Medium,25,64,575000.0,67,5.9,157,3.0,2.0
FORWARD,Right,Low,Medium,28,63,375000.0,63,6.6,203,2.0,3.0
FORWARD,Right,Medium,Medium,29,66,650000.0,66,6.1,172,3.0,3.0
DEFENSIVE,Right,High,High,27,72,2800000.0,72,5.5,157,3.0,4.0
DEFENSIVE,Right,High,Medium,22,64,600000.0,72,5.11,150,3.0,4.0
MIDFIELD,Right,Medium,Medium,22,59,230000.0,67,5.9,159,2.0,3.0
DEFENSIVE,Right,Medium,Medium,23,67,1100000.0,77,6.0,176,2.0,2.0
MIDFIELD,Right,Medium,High,23,70,2800000.0,81,6.2,176,3.0,3.0
FORWARD,Right,High,Medium,22,70,2900000.0,80,5.9,172,2.0,3.0
FORWARD,Right,Medium,Medium,22,62,500000.0,72,6.1,179,3.0,3.0
MIDFIELD,Right,Medium,High,21,64,750000.0,76,5.7,143,2.0,3.0
FORWARD,Right,Medium,Low,22,68,1300000.0,76,6.3,190,2.0,3.0
MIDFIELD,Left,Medium,Medium,21,69,1600000.0,78,5.8,154,3.0,4.0
FORWARD,Right,High,Medium,29,69,1100000.0,69,6.0,168,3.0,4.0
DEFENSIVE,Left,High,High,24,76,5437500.0,81,5.1,150,3.0,3.0
FORWARD,Left,Medium,High,22,69,1700000.0,79,6.4,192,2.0,4.0
GOAL KEEPER,Right,Medium,Medium,32,75,4000000.0,75,6.4,196,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,22,76,5437500.0,84,6.2,168,1.0,2.0
DEFENSIVE,Left,Medium,High,25,71,2600000.0,74,5.9,154,3.0,2.0
MIDFIELD,Right,Medium,High,27,56,90000.0,56,6.1,163,2.0,3.0
FORWARD,Right,High,Medium,29,73,4000000.0,73,5.1,174,3.0,3.0
MIDFIELD,Right,High,Medium,22,68,1200000.0,74,5.1,163,4.0,4.0
MIDFIELD,Right,Medium,High,23,76,5437500.0,82,5.6,154,2.0,3.0
MIDFIELD,Left,Medium,Medium,23,67,1000000.0,75,5.1,159,3.0,4.0
MIDFIELD,Left,Medium,Medium,23,54,100000.0,62,5.1,143,2.0,4.0
DEFENSIVE,Right,Medium,Medium,23,65,700000.0,73,6.2,183,2.0,3.0
MIDFIELD,Right,High,Medium,26,69,1200000.0,70,5.9,143,3.0,2.0
MIDFIELD,Left,High,High,26,72,3700000.0,73,5.7,159,3.0,3.0
DEFENSIVE,Right,Medium,Medium,27,62,325000.0,65,6.3,194,2.0,2.0
MIDFIELD,Right,Medium,Low,27,63,425000.0,64,6.0,165,3.0,3.0
DEFENSIVE,Right,Medium,Medium,22,73,5437500.0,81,6.1,172,3.0,4.0
MIDFIELD,Right,High,Low,25,70,2100000.0,71,5.6,185,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,21,66,1000000.0,79,6.3,181,1.0,2.0
FORWARD,Right,High,High,21,79,5437500.0,87,6.1,172,3.0,4.0
MIDFIELD,Right,Medium,Medium,29,74,5437500.0,74,5.11,174,3.0,3.0
DEFENSIVE,Right,High,Medium,23,69,1300000.0,76,5.1,161,2.0,3.0
FORWARD,Right,Medium,Low,27,67,800000.0,67,6.0,170,3.0,4.0
DEFENSIVE,Right,High,Medium,23,67,950000.0,74,5.9,150,3.0,3.0
FORWARD,Left,Medium,Medium,23,69,1500000.0,75,6.3,174,3.0,3.0
DEFENSIVE,Right,Medium,High,21,64,700000.0,76,6.0,172,2.0,3.0
DEFENSIVE,Right,Low,High,28,64,450000.0,65,6.2,187,2.0,3.0
MIDFIELD,Left,Medium,Low,30,67,700000.0,67,5.1,161,3.0,3.0
MIDFIELD,Right,Low,High,27,70,1900000.0,73,5.7,157,2.0,2.0
DEFENSIVE,Right,Medium,High,25,85,5437500.0,89,6.2,176,2.0,4.0
DEFENSIVE,Right,Medium,High,28,65,475000.0,65,5.9,161,2.0,2.0
MIDFIELD,Right,Medium,Medium,32,66,500000.0,66,5.8,157,2.0,4.0
MIDFIELD,Right,High,Low,25,67,925000.0,69,5.6,134,2.0,4.0
FORWARD,Right,High,High,23,76,5437500.0,81,6.3,207,3.0,3.0
FORWARD,Right,High,Medium,23,67,1000000.0,73,5.9,163,2.0,3.0
MIDFIELD,Right,Medium,Medium,21,54,120000.0,65,5.9,154,2.0,3.0
DEFENSIVE,Left,High,Medium,33,68,400000.0,68,5.1,165,2.0,2.0
DEFENSIVE,Right,High,Medium,22,67,950000.0,74,5.7,148,2.0,2.0
DEFENSIVE,Right,Medium,High,26,66,775000.0,71,5.1,165,2.0,3.0
MIDFIELD,Right,High,High,23,61,325000.0,66,5.1,152,2.0,3.0
MIDFIELD,Right,Medium,Medium,22,80,5437500.0,86,5.1,159,4.0,3.0
MIDFIELD,Right,High,High,24,65,750000.0,72,5.1,168,2.0,3.0
MIDFIELD,Right,Medium,Medium,23,67,1000000.0,75,6.0,159,2.0,2.0
MIDFIELD,Right,Medium,High,29,64,450000.0,64,5.8,157,2.0,3.0
MIDFIELD,Right,Medium,Medium,25,67,925000.0,69,5.7,141,3.0,4.0
MIDFIELD,Left,Medium,High,26,69,1200000.0,72,5.1,152,2.0,4.0
FORWARD,Right,Medium,Medium,22,80,5437500.0,85,6.0,187,3.0,5.0
DEFENSIVE,Left,High,Medium,25,73,4400000.0,76,5.1,161,2.0,3.0
MIDFIELD,Left,Medium,Low,26,65,575000.0,65,5.9,170,3.0,3.0
DEFENSIVE,Right,Medium,Medium,24,66,775000.0,72,6.1,165,3.0,3.0
MIDFIELD,Left,Medium,Medium,22,68,1200000.0,77,5.1,154,3.0,2.0
GOAL KEEPER,Right,Medium,Medium,34,71,1000000.0,71,6.0,172,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,33,65,300000.0,65,6.2,176,1.0,1.0
GOAL KEEPER,Right,Medium,Medium,27,58,110000.0,60,6.1,183,1.0,2.0
DEFENSIVE,Right,Medium,High,25,72,3700000.0,77,6.0,185,2.0,2.0
DEFENSIVE,Right,Medium,Medium,26,68,1000000.0,71,6.2,172,2.0,3.0
MIDFIELD,Right,High,Medium,30,69,1000000.0,69,5.7,150,3.0,3.0
MIDFIELD,Left,High,Medium,29,68,850000.0,68,5.8,143,3.0,3.0
MIDFIELD,Right,Medium,Medium,22,60,300000.0,67,5.5,130,2.0,3.0
DEFENSIVE,Right,High,Medium,26,70,1900000.0,73,5.8,148,3.0,3.0
FORWARD,Right,High,Medium,23,66,875000.0,71,5.1,168,2.0,3.0
MIDFIELD,Right,Medium,High,27,75,5437500.0,76,5.1,161,3.0,4.0
DEFENSIVE,Right,Low,High,22,73,5000000.0,80,6.1,174,2.0,2.0
MIDFIELD,Right,Medium,Medium,22,62,425000.0,69,5.9,146,3.0,2.0
MIDFIELD,Left,High,Medium,25,68,1100000.0,71,5.7,157,3.0,3.0
MIDFIELD,Right,Medium,Medium,30,67,625000.0,67,6.1,185,2.0,3.0
DEFENSIVE,Left,Medium,Medium,25,65,625000.0,70,6.1,168,2.0,3.0
DEFENSIVE,Right,High,High,31,72,2300000.0,72,6.0,176,3.0,4.0
DEFENSIVE,Left,Medium,High,30,71,1900000.0,71,5.9,154,2.0,3.0
MIDFIELD,Right,High,Medium,32,70,1400000.0,70,5.6,137,4.0,4.0
MIDFIELD,Right,Medium,Medium,28,66,650000.0,66,5.5,132,2.0,3.0
MIDFIELD,Right,Medium,Medium,28,74,5437500.0,74,5.1,165,4.0,3.0
MIDFIELD,Right,Medium,Medium,30,72,2900000.0,72,5.4,128,4.0,4.0
MIDFIELD,Left,High,Low,20,64,875000.0,77,5.9,150,3.0,3.0
MIDFIELD,Right,High,Medium,22,62,475000.0,71,5.1,168,4.0,3.0
DEFENSIVE,Left,Medium,Medium,25,62,375000.0,69,6.4,187,2.0,2.0
DEFENSIVE,Left,Medium,Medium,22,71,3000000.0,78,6.2,183,2.0,4.0
FORWARD,Right,High,Medium,21,63,650000.0,75,5.1,161,3.0,4.0
MIDFIELD,Right,High,Medium,28,73,4000000.0,73,5.8,141,3.0,3.0
FORWARD,Right,High,Medium,23,62,425000.0,69,5.1,170,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,25,68,825000.0,71,6.1,181,1.0,3.0
DEFENSIVE,Left,Medium,Medium,30,64,375000.0,64,5.11,165,2.0,3.0
DEFENSIVE,Right,Low,Medium,34,64,170000.0,64,5.1,168,2.0,3.0
DEFENSIVE,Right,Medium,High,24,66,775000.0,71,6.0,174,2.0,3.0
DEFENSIVE,Left,Medium,High,22,78,5437500.0,85,6.3,192,2.0,2.0
DEFENSIVE,Left,Low,High,27,63,375000.0,65,6.0,185,2.0,3.0
MIDFIELD,Left,Medium,Medium,22,61,350000.0,68,5.9,143,2.0,3.0
MIDFIELD,Right,Medium,High,25,67,950000.0,69,5.9,150,2.0,3.0
FORWARD,Right,Medium,Medium,26,71,2900000.0,73,6.1,163,3.0,3.0
MIDFIELD,Right,Medium,Medium,26,66,700000.0,68,5.9,154,3.0,4.0
MIDFIELD,Left,Medium,Medium,31,67,675000.0,67,5.9,132,2.0,3.0
DEFENSIVE,Right,Medium,High,25,66,775000.0,71,6.0,165,2.0,2.0
DEFENSIVE,Right,Medium,Medium,33,63,170000.0,63,5.11,168,2.0,3.0
DEFENSIVE,Right,Medium,Medium,27,71,2500000.0,73,6.1,187,2.0,3.0
FORWARD,Right,Medium,Medium,30,69,1000000.0,69,5.7,150,3.0,5.0
MIDFIELD,Left,High,Medium,26,67,975000.0,70,5.1,159,3.0,3.0
FORWARD,Right,High,Medium,23,70,2400000.0,75,5.8,157,3.0,4.0
DEFENSIVE,Right,Medium,High,24,68,1100000.0,73,5.8,148,2.0,3.0
MIDFIELD,Right,High,Medium,35,67,350000.0,67,5.9,143,3.0,4.0
MIDFIELD,Right,High,High,23,69,1400000.0,74,5.7,157,3.0,3.0
DEFENSIVE,Right,Medium,Medium,30,69,825000.0,69,5.1,163,2.0,4.0
FORWARD,Right,High,Low,26,68,1100000.0,70,5.1,150,2.0,3.0
FORWARD,Right,Medium,Medium,22,67,1100000.0,74,5.11,170,2.0,3.0
DEFENSIVE,Right,Medium,Medium,22,65,650000.0,71,5.9,141,2.0,4.0
MIDFIELD,Left,Medium,Medium,22,73,5437500.0,81,5.8,154,3.0,3.0
DEFENSIVE,Left,Medium,Medium,24,68,1000000.0,72,6.1,183,3.0,2.0
GOAL KEEPER,Right,Medium,Medium,23,66,775000.0,75,6.0,176,1.0,2.0
DEFENSIVE,Left,Medium,Medium,23,73,5437500.0,82,5.7,152,3.0,2.0
DEFENSIVE,Left,High,Medium,23,61,325000.0,69,6.1,157,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,23,68,1100000.0,77,5.11,165,1.0,2.0
MIDFIELD,Left,High,Low,26,71,2500000.0,73,6.1,176,3.0,4.0
DEFENSIVE,Left,High,Medium,22,80,5437500.0,85,6.0,181,3.0,3.0
FORWARD,Right,Medium,Low,32,66,525000.0,66,6.0,174,2.0,3.0
DEFENSIVE,Right,Medium,Medium,22,68,1100000.0,75,6.3,183,2.0,3.0
MIDFIELD,Right,Medium,Medium,24,68,1100000.0,74,6.0,163,2.0,2.0
MIDFIELD,Right,Medium,Medium,24,80,5437500.0,85,5.9,163,3.0,3.0
MIDFIELD,Left,High,Medium,21,68,1500000.0,79,5.9,143,3.0,2.0
FORWARD,Right,Medium,Medium,32,73,3200000.0,73,6.1,183,3.0,3.0
FORWARD,Left,Medium,Medium,23,63,525000.0,70,6.2,170,3.0,3.0
DEFENSIVE,Right,Medium,High,23,73,5000000.0,80,6.2,172,2.0,3.0
MIDFIELD,Right,Medium,Medium,25,69,1300000.0,72,5.8,148,3.0,3.0
DEFENSIVE,Right,Medium,Medium,22,63,500000.0,71,6.0,168,2.0,3.0
DEFENSIVE,Left,Medium,High,21,71,3500000.0,81,5.6,146,3.0,2.0
MIDFIELD,Right,High,Medium,24,74,5437500.0,80,5.9,170,3.0,3.0
MIDFIELD,Right,High,High,23,68,1200000.0,74,6.1,183,3.0,3.0
MIDFIELD,Right,Medium,High,23,63,550000.0,72,5.7,150,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,25,69,1000000.0,74,6.4,198,1.0,3.0
FORWARD,Right,High,Medium,35,64,210000.0,64,6.1,174,2.0,4.0
MIDFIELD,Right,Medium,High,35,63,150000.0,63,5.7,148,2.0,4.0
DEFENSIVE,Right,High,Medium,30,69,825000.0,69,5.6,154,3.0,4.0
FORWARD,Right,High,Medium,29,70,1800000.0,70,5.11,170,3.0,4.0
MIDFIELD,Right,High,Medium,23,76,5437500.0,80,5.11,159,3.0,4.0
FORWARD,Right,Medium,Medium,21,63,550000.0,71,5.9,172,2.0,3.0
DEFENSIVE,Left,High,Medium,22,72,4800000.0,83,5.7,141,3.0,3.0
DEFENSIVE,Right,Medium,Medium,22,76,5437500.0,85,6.1,172,2.0,4.0
MIDFIELD,Right,Medium,Medium,22,57,170000.0,68,5.8,132,3.0,3.0
MIDFIELD,Right,Medium,High,21,59,220000.0,68,5.1,157,2.0,3.0
DEFENSIVE,Left,High,Medium,21,68,1400000.0,79,5.11,165,2.0,3.0
DEFENSIVE,Left,Medium,Medium,25,65,600000.0,67,6.5,185,2.0,2.0
DEFENSIVE,Right,Medium,High,22,65,650000.0,71,5.11,159,2.0,3.0
MIDFIELD,Left,Medium,High,23,68,1200000.0,74,5.1,157,3.0,2.0
MIDFIELD,Right,High,Medium,28,71,2400000.0,71,5.9,148,3.0,4.0
MIDFIELD,Right,Medium,Medium,22,69,1400000.0,75,5.9,146,3.0,4.0
MIDFIELD,Left,High,Low,25,68,1100000.0,69,5.6,152,3.0,3.0
FORWARD,Right,High,Medium,27,72,3300000.0,72,5.3,126,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,34,65,240000.0,65,5.11,165,1.0,2.0
MIDFIELD,Left,Medium,Medium,25,67,925000.0,69,5.9,146,2.0,3.0
DEFENSIVE,Left,Medium,Medium,25,74,5437500.0,77,6.1,168,3.0,3.0
MIDFIELD,Left,Medium,Medium,28,67,750000.0,67,5.9,148,3.0,3.0
MIDFIELD,Right,Medium,Medium,25,55,100000.0,58,5.1,161,2.0,3.0
MIDFIELD,Right,Medium,Medium,24,69,1300000.0,72,5.1,154,3.0,3.0
MIDFIELD,Right,Medium,Medium,24,67,1000000.0,75,5.9,157,3.0,3.0
MIDFIELD,Right,High,High,24,68,1100000.0,75,5.4,146,3.0,3.0
MIDFIELD,Right,Medium,Medium,22,58,180000.0,65,6.2,159,3.0,3.0
DEFENSIVE,Left,High,Medium,22,65,850000.0,76,6.0,170,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,31,66,425000.0,66,6.0,185,1.0,3.0
DEFENSIVE,Left,Medium,High,23,69,1300000.0,75,6.0,172,2.0,2.0
FORWARD,Right,Medium,Medium,25,55,90000.0,58,5.1,157,2.0,3.0
MIDFIELD,Right,Medium,High,25,71,2800000.0,72,6.0,168,3.0,2.0
MIDFIELD,Right,High,Medium,29,70,1700000.0,70,5.1,159,3.0,4.0
MIDFIELD,Right,High,Low,25,77,5437500.0,78,5.5,141,4.0,4.0
DEFENSIVE,Right,High,High,27,73,4200000.0,75,6.0,168,2.0,4.0
DEFENSIVE,Right,Medium,Medium,25,67,900000.0,72,6.1,170,2.0,2.0
DEFENSIVE,Right,Medium,Medium,23,67,925000.0,72,6.0,174,2.0,3.0
DEFENSIVE,Left,Low,High,22,65,675000.0,72,6.3,176,2.0,3.0
MIDFIELD,Right,High,Medium,32,69,825000.0,69,5.9,161,3.0,3.0
DEFENSIVE,Right,Medium,High,32,71,1500000.0,71,5.8,159,2.0,2.0
MIDFIELD,Right,Medium,High,24,71,2800000.0,75,5.11,161,3.0,2.0
MIDFIELD,Right,High,Medium,28,69,1000000.0,69,5.9,141,3.0,3.0
FORWARD,Right,High,Medium,28,70,1800000.0,70,5.8,139,3.0,4.0
FORWARD,Right,Medium,Medium,25,75,5437500.0,78,5.8,152,4.0,3.0
MIDFIELD,Right,Medium,Low,23,71,3200000.0,76,5.9,146,3.0,3.0
FORWARD,Right,Medium,Medium,27,71,2800000.0,72,5.1,163,3.0,3.0
MIDFIELD,Right,High,Medium,22,65,700000.0,72,6.1,165,2.0,3.0
FORWARD,Right,High,Medium,27,75,5437500.0,75,5.9,150,4.0,3.0
MIDFIELD,Right,Low,High,35,63,120000.0,63,5.9,148,2.0,3.0
DEFENSIVE,Right,Medium,Medium,30,65,425000.0,65,5.7,154,2.0,3.0
MIDFIELD,Right,Medium,Medium,27,66,675000.0,66,5.7,143,3.0,4.0
MIDFIELD,Right,Medium,Medium,33,70,875000.0,70,5.9,159,2.0,3.0
FORWARD,Right,High,Medium,33,66,400000.0,66,6.0,174,3.0,3.0
MIDFIELD,Left,Medium,Medium,26,66,750000.0,70,5.9,148,2.0,2.0
DEFENSIVE,Right,Medium,Medium,21,72,4900000.0,83,6.2,185,2.0,5.0
MIDFIELD,Right,High,Medium,22,60,300000.0,67,5.7,150,3.0,3.0
DEFENSIVE,Right,Medium,Medium,22,63,450000.0,70,5.1,148,2.0,3.0
MIDFIELD,Right,High,High,25,63,475000.0,66,5.1,126,3.0,4.0
MIDFIELD,Right,Medium,Medium,25,65,650000.0,70,5.8,143,2.0,3.0
MIDFIELD,Left,Medium,Medium,24,64,550000.0,69,5.9,146,2.0,3.0
MIDFIELD,Right,High,Medium,26,62,375000.0,65,5.7,163,3.0,3.0
MIDFIELD,Left,Medium,Medium,22,70,2500000.0,77,5.9,154,3.0,3.0
MIDFIELD,Right,Medium,Medium,28,69,925000.0,69,5.9,154,3.0,3.0
MIDFIELD,Right,High,High,21,76,5437500.0,85,5.9,159,3.0,3.0
DEFENSIVE,Right,Medium,Medium,25,63,450000.0,68,6.2,168,2.0,3.0
MIDFIELD,Right,Low,Medium,22,64,675000.0,73,6.0,176,2.0,3.0
MIDFIELD,Right,High,Medium,23,64,700000.0,73,5.7,143,3.0,4.0
MIDFIELD,Right,Medium,Medium,29,69,1000000.0,69,5.1,150,4.0,3.0
DEFENSIVE,Left,Medium,Medium,24,66,775000.0,72,6.1,179,2.0,4.0
FORWARD,Right,High,Medium,21,62,500000.0,72,6.1,161,2.0,3.0
DEFENSIVE,Right,Medium,High,21,61,350000.0,70,6.0,172,2.0,3.0
DEFENSIVE,Right,Medium,Medium,20,64,700000.0,75,5.11,179,2.0,3.0
MIDFIELD,Right,Medium,Medium,19,57,220000.0,74,6.0,150,2.0,2.0
MIDFIELD,Right,High,Medium,20,87,5437500.0,93,5.11,168,5.0,3.0
MIDFIELD,Right,High,High,20,66,1100000.0,78,5.1,150,3.0,2.0
MIDFIELD,Right,High,Medium,20,64,925000.0,78,5.9,159,3.0,3.0
MIDFIELD,Right,High,Medium,21,60,450000.0,74,5.1,152,3.0,3.0
MIDFIELD,Right,Medium,High,23,67,1100000.0,75,5.1,154,2.0,3.0
DEFENSIVE,Right,Medium,High,30,66,525000.0,66,6.0,163,2.0,3.0
DEFENSIVE,Right,Low,High,24,63,475000.0,70,6.0,163,2.0,3.0
FORWARD,Left,Medium,Low,23,70,2500000.0,77,5.1,170,3.0,3.0
MIDFIELD,Right,High,Medium,23,73,5437500.0,80,5.11,148,4.0,3.0
MIDFIELD,Right,High,Medium,21,80,5437500.0,87,5.1,154,3.0,4.0
MIDFIELD,Right,Medium,Medium,22,63,625000.0,74,5.8,154,3.0,4.0
MIDFIELD,Right,Medium,High,30,71,2000000.0,71,6.1,176,2.0,3.0
MIDFIELD,Right,High,High,24,70,2400000.0,78,6.0,172,3.0,3.0
MIDFIELD,Right,Medium,Medium,22,63,475000.0,67,5.1,165,2.0,3.0
DEFENSIVE,Right,Medium,Medium,22,67,1100000.0,77,5.9,154,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,21,67,1100000.0,79,5.8,148,1.0,2.0
MIDFIELD,Left,Medium,Medium,23,68,1400000.0,77,5.6,154,3.0,3.0
MIDFIELD,Left,Medium,Medium,21,64,675000.0,74,5.11,157,2.0,2.0
DEFENSIVE,Right,High,High,24,79,5437500.0,83,6.2,176,2.0,3.0
DEFENSIVE,Left,Medium,Medium,21,71,3500000.0,81,6.1,179,2.0,4.0
DEFENSIVE,Right,High,Medium,21,69,1400000.0,77,5.11,163,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,18,45,45000.0,56,6.0,181,1.0,1.0
FORWARD,Right,High,Medium,24,65,725000.0,69,6.1,174,2.0,3.0
MIDFIELD,Left,High,Medium,22,74,5437500.0,82,5.11,161,4.0,2.0
DEFENSIVE,Right,Medium,Medium,23,62,350000.0,67,6.0,157,3.0,3.0
FORWARD,Left,High,Low,26,74,5437500.0,76,6.4,187,3.0,3.0
FORWARD,Right,High,Low,22,65,750000.0,71,5.1,174,3.0,3.0
MIDFIELD,Right,High,High,24,72,3900000.0,75,5.1,150,3.0,4.0
MIDFIELD,Right,Medium,Medium,20,60,300000.0,68,5.8,152,3.0,3.0
FORWARD,Right,High,Medium,32,73,3200000.0,73,5.1,159,3.0,4.0
FORWARD,Right,High,Medium,23,72,4900000.0,81,6.2,179,3.0,4.0
MIDFIELD,Right,Medium,Medium,26,66,750000.0,67,5.9,159,3.0,3.0
MIDFIELD,Right,High,Low,26,68,1100000.0,69,5.5,132,3.0,4.0
DEFENSIVE,Left,Medium,Medium,28,69,900000.0,69,5.1,165,3.0,3.0
MIDFIELD,Right,Medium,Medium,27,72,3500000.0,73,5.6,141,3.0,4.0
MIDFIELD,Left,High,Medium,23,69,1400000.0,75,5.6,141,3.0,4.0
DEFENSIVE,Right,Medium,Medium,23,68,1100000.0,74,6.1,165,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,24,65,550000.0,71,6.4,176,1.0,2.0
GOAL KEEPER,Right,Medium,Medium,21,69,1300000.0,79,6.6,179,1.0,2.0
DEFENSIVE,Right,Medium,Medium,21,57,190000.0,70,6.2,143,2.0,3.0
DEFENSIVE,Right,High,Medium,26,69,1100000.0,72,5.1,159,2.0,4.0
MIDFIELD,Right,Medium,Medium,21,64,700000.0,73,5.5,134,4.0,3.0
MIDFIELD,Left,Medium,High,22,70,2400000.0,76,5.6,137,3.0,3.0
FORWARD,Left,Medium,Medium,21,67,1300000.0,78,6.0,179,2.0,2.0
MIDFIELD,Right,Medium,Low,23,64,625000.0,71,5.9,161,3.0,2.0
MIDFIELD,Left,High,High,22,76,5437500.0,83,5.9,168,3.0,3.0
DEFENSIVE,Right,High,High,22,73,5437500.0,81,6.3,165,2.0,3.0
DEFENSIVE,Right,High,High,26,71,2500000.0,73,5.9,154,2.0,4.0
GOAL KEEPER,Right,Medium,Medium,24,62,300000.0,67,6.2,185,1.0,3.0
DEFENSIVE,Left,Medium,Medium,23,62,375000.0,69,6.1,165,2.0,3.0
DEFENSIVE,Right,Medium,Medium,22,64,625000.0,73,6.3,168,2.0,3.0
FORWARD,Right,High,Medium,25,63,475000.0,67,5.11,168,2.0,4.0
FORWARD,Right,Medium,Medium,22,63,525000.0,70,6.3,196,2.0,3.0
DEFENSIVE,Left,High,Medium,26,74,5437500.0,75,5.1,152,3.0,4.0
DEFENSIVE,Right,High,Medium,24,72,3500000.0,75,6.2,190,2.0,2.0
MIDFIELD,Right,High,Low,22,71,4000000.0,82,5.9,154,3.0,3.0
